WindowId,Day,Session,Method,Start Date,End Date,Fulfilment Centre,Fulfilment Type,Start Time,End Time,Web Cutoff Day,Web Cutoff Time,Pickup Day,Pickup Time,Region,Limit,IsDelete
0,Friday,1102 CCMD,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,15:00,16:00,Thursday,23:00,Friday,10:04,1102 Vincentia LOCAL,40,
68883,Friday,1102 CCPM,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,16:00,17:00,Friday,11:00,Friday,14:30,1102 Vincentia LOCAL,40,
0,Friday,1102 CCPM,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,17:00,18:00,Friday,11:00,Friday,14:31,1102 Vincentia LOCAL,40,
0,Friday,1102 CCPM,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,18:00,19:00,Friday,11:00,Friday,14:32,1102 Vincentia LOCAL,40,
0,Friday,1102 CCPM,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,19:00,20:00,Friday,11:00,Friday,14:33,1102 Vincentia LOCAL,40,
68884,Saturday,1102 CCAM,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,08:00,09:00,Friday,18:00,Saturday,05:15,1102 Vincentia LOCAL,40,
0,Saturday,1102 CCAM,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,09:00,10:00,Friday,18:00,Saturday,05:16,1102 Vincentia LOCAL,40,
0,Saturday,1102 CCAM,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,10:00,11:00,Friday,18:00,Saturday,05:17,1102 Vincentia LOCAL,40,
68885,Saturday,1102 CCMD,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,11:00,12:00,Friday,23:00,Saturday,10:00,1102 Vincentia LOCAL,40,
0,Saturday,1102 CCMD,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,12:00,13:00,Friday,23:00,Saturday,10:01,1102 Vincentia LOCAL,40,
0,Saturday,1102 CCMD,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,13:00,14:00,Friday,23:00,Saturday,10:02,1102 Vincentia LOCAL,40,
0,Saturday,1102 CCMD,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,14:00,15:00,Friday,23:00,Saturday,10:03,1102 Vincentia LOCAL,40,
0,Saturday,1102 CCMD,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,15:00,16:00,Friday,23:00,Saturday,10:04,1102 Vincentia LOCAL,40,
68886,Saturday,1102 CCPM,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,16:00,17:00,Saturday,11:00,Saturday,14:30,1102 Vincentia LOCAL,40,
0,Saturday,1102 CCPM,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,17:00,18:00,Saturday,11:00,Saturday,14:31,1102 Vincentia LOCAL,40,
0,Saturday,1102 CCPM,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,18:00,19:00,Saturday,11:00,Saturday,14:32,1102 Vincentia LOCAL,40,
0,Saturday,1102 CCPM,Pickup Pickup,20/1/2016,31/12/2099,VINCENTIA,HOMESHOP,19:00,20:00,Saturday,11:00,Saturday,14:33,1102 Vincentia LOCAL,40,
